RideID,DateKey,RideTime,ServiceType,RideStatus,SourceLocation,SourceAreaKey,DestinationLocation,DestAreaKey,DurationMin,DistanceKM,RideCharge,MiscCharge,TotalFare,PaymentMethod
RD1225029458584532,20240803,21:21:16.542646,auto,completed,HSR Layout 2nd Block,,Kothaguda Garden,,34,15.4,422.43,2.8,425.23,Amazon Pay
RD8434741178055910,20240730,18:23:19.542646,cab economy,completed,Nagawara Valley,,Rachenahalli Arc,,37,28.45,313.05,12.68,325.73,Amazon Pay
RD9690777381518894,20240708,01:12:37.542646,bike,completed,Yelahanka Track,,Banerghatta Road Crescent,,113,48.77,822.28,5.96,828.24,GPay
RD7691928965536504,20240720,03:51:45.542646,parcel,completed,Doddanekundi Layout,,Agrahara Layout Fork,,88,26.97,802.31,4.93,807.2399999999999,Paytm
RD0012999586946645,20240622,03:00:07.542646,auto,cancelled,Hebbal Kempapura Quarry,2.0,Nayandahalli Loop,,85,40.73,,,,
RD9083033797945738,20240621,02:07:49.542646,cab economy,completed,Gottigere Garden,,MG Road Quarry,,65,49.59,213.29,3.82,217.11,Paytm
RD1525133767238987,20240809,20:03:45.542646,cab economy,cancelled,RMV 2nd Stage Park,,Madivala Loop,,115,37.09,,,,
RD2697856534727332,20240713,02:52:12.542646,auto,completed,Peenya Road,,Varthur Meadows,,51,1.71,162.23,23.32,185.55,Paytm
RD4339985979372494,20240716,02:38:56.542646,bike lite,completed,Kanaka Nagar Harbor,,Mahalakshmi Layout Vista,,52,44.06,62.4,33.95,96.35,QR scan
RD0934474087268970,20240701,15:13:40.542646,bike lite,completed,Agrahara Layout Nagar,,Lingarajapuram Area,,109,11.56,924.43,15.49,939.92,Paytm
RD5843077275347030,20240621,08:43:04.542646,bike,completed,Vasanth Nagar Quay,,Anekal Station,,37,5.98,785.28,19.6,804.88,QR scan
RD0773560815130615,20240617,07:41:36.542646,bike,completed,Electronic City Township,1.0,Arekere Park,,16,46.05,413.36,31.44,444.8,GPay
RD9243428606061433,20240617,03:47:32.542646,parcel,completed,BTM 2nd Stage 6th Stage,,Hebbal 3rd Stage,2.0,58,7.44,623.83,14.99,638.82,QR scan
RD5223007291060805,20240618,05:46:40.542646,auto,completed,Koramangala Viewpoint,5.0,Kaggalipura Fields,,111,46.27,549.21,42.26,591.47,Paytm
RD0518418323695111,20240803,02:00:38.542646,cab economy,completed,Marathahalli Alley,,Gottigere Esplanade,,93,34.97,571.35,24.5,595.85,QR scan
RD0836627644481410,20240621,20:23:01.542646,bike,cancelled,Dasarahalli Harbor,,Avalahalli Nagar,,19,19.31,,,,
RD3211578977018664,20240721,18:47:52.542646,bike,completed,Hosur Road Landing,,Srirampura Landing,,16,20.15,94.99,25.33,120.32,QR scan
RD4424779418289045,20240715,11:36:30.542646,bike,completed,Kothaguda 4th Stage,,Chokkanahalli Square,,117,30.71,563.05,30.65,593.6999999999999,Amazon Pay
RD8439601093681322,20240804,19:48:17.542646,cab economy,completed,Vijayanagar Passage,,Kalyan Nagar Depot,,53,37.0,877.61,9.02,886.63,Paytm
RD9021159049778670,20240731,23:38:07.542646,bike lite,completed,Hosur Road Passage,,Kothanur Cove,,34,10.62,402.16,32.91,435.0700000000001,GPay
RD8760409129930607,20240712,03:34:09.542646,auto,completed,Kundalahalli Track,,Devarachikkanahalli Fields,,44,28.51,959.08,31.13,990.21,GPay
RD2428889305759362,20240723,11:14:59.542646,bike lite,cancelled,Srirampura Area,,Nagwara Hills,,42,33.65,,,,
RD8371038055712046,20240719,16:42:49.542646,bike,completed,Kalena Agrahara Cut,,Nayandahalli Viewpoint,,88,36.39,644.39,35.57,679.96,Paytm
RD5952542021969935,20240727,00:23:29.542646,bike,completed,Doddanekundi Landing,,Subramanyapura Track,,58,49.24,413.24,41.55,454.79,GPay
RD4677382804795631,20240720,10:04:08.542646,bike,completed,Banerghatta Road Ridge,,Ramnagar Loop,,115,37.09,918.53,39.57,958.1,GPay
RD4849767826126197,20240713,16:11:12.542646,auto,completed,Harohalli 1st Stage,,Rajajinagar Works,,94,36.51,321.23,47.97,369.2000000000001,QR scan
RD4047377348270168,20240710,15:20:38.542646,cab economy,completed,Dasarahalli Quay,,Sonnenahalli Heights,,33,30.82,601.36,41.0,642.36,Paytm
RD0783198066392046,20240702,12:42:48.542646,cab economy,completed,RT Nagar Area,,Agara Cutting,,81,3.56,703.85,9.81,713.66,Paytm
RD5594888634746829,20240728,10:56:45.542646,parcel,cancelled,Jakkur District,,Domlur Zone,,21,16.89,,,,
RD8382653653352539,20240811,01:35:40.542646,parcel,completed,Nandini Layout Quarters,,Nandini Layout 6th Stage,,58,9.17,677.94,8.81,686.75,Paytm
RD7012162414661795,20240622,10:43:44.542646,bike,completed,Vidyaranyapura Valley,,Kasturi Nagar View,,95,45.37,91.38,10.02,101.4,GPay
RD1446819642254163,20240715,21:17:57.542646,auto,completed,Hebbal Dam,2.0,Madiwala Extension,,58,18.56,938.03,34.35,972.38,Paytm
RD9667063248947207,20240626,06:29:24.542646,bike,completed,Balagere Complex,,Ulsoor Court,,106,45.0,494.34,45.62,539.9599999999999,QR scan
RD5780283332877741,20240714,17:56:38.542646,bike,completed,Tavarekere Boulevard,,Malleshwaram Extension,,66,13.7,521.6,40.92,562.52,GPay
RD0260572275316675,20240813,01:35:45.542646,auto,completed,Jakkur Enclave,,Hosur Road Cutting,,51,11.05,707.33,27.27,734.6,Amazon Pay
RD9945506158596600,20240712,10:28:27.542646,bike lite,completed,Srirampura Hills,,HRBR Layout Estate,,22,24.98,923.16,16.64,939.8,QR scan
RD4545577390548686,20240804,20:04:21.542646,bike lite,completed,Ulsoor 2nd Stage,,Agrahara Layout Woods,,96,14.02,944.21,37.26,981.47,QR scan
RD5266407404435555,20240706,21:35:37.542646,cab economy,cancelled,Tavarekere Extension,,Banaswadi Cross,,62,28.31,,,,
RD9722935742011704,20240731,22:15:55.542646,auto,completed,Pai Layout 2nd Block,,Tavarekere Landing,,104,1.21,643.98,24.5,668.48,Paytm
RD0353038959935528,20240625,10:15:15.542646,auto,completed,Gottigere 5th Block,,Nayandahalli Quadrant,,73,5.91,950.78,3.43,954.21,Amazon Pay
RD2758864587106379,20240712,11:09:44.542646,parcel,completed,Kalyan Nagar Farms,,Vijayanagar Zone,,78,32.91,504.24,32.04,536.28,QR scan
RD7832254692950282,20240806,16:36:08.542646,bike,completed,Hennur Yard,,Dommasandra Layout,,118,13.68,507.07,0.49,507.56,Amazon Pay
RD5194279740377379,20240814,15:39:55.542646,auto,completed,Magadi Road Bridge,,Ashok Nagar Valley,,104,41.55,286.87,19.22,306.09000000000003,Paytm
RD3273486050639225,20240805,22:30:33.542646,bike,completed,Kasavanahalli Pointe,,Anekal Village,,102,17.37,529.15,4.38,533.53,Amazon Pay
RD1963695699217938,20240807,15:42:33.542646,parcel,completed,Koramangala Bay,5.0,Ramamurthy Nagar Sector,,83,12.12,603.89,27.03,630.92,Paytm
RD0421684076145381,20240718,08:16:11.542646,auto,cancelled,Mahadevapura Quay,,BTM Layout 5th Block,,54,37.14,,,,
RD3665761286901233,20240701,12:35:51.542646,bike,completed,Nandini Layout Lane,,Vijayanagar Summit,,102,10.85,681.17,40.88,722.05,QR scan
RD7404550854748674,20240622,14:15:31.542646,parcel,completed,Kothanur 2nd Block,,Naganathapura Loop,,88,37.81,504.64,43.53,548.17,Amazon Pay
RD0077099539917517,20240701,04:19:06.542646,auto,completed,Electronic City Nagar,1.0,Kalyan Nagar View,,31,13.51,462.07,0.9,462.97,GPay
RD6608750602650760,20240805,12:55:52.542646,bike,cancelled,Bellandur Promenade,,Kumaraswamy Layout Area,,38,38.65,,,,
RD0606576894879709,20240722,01:14:19.542646,bike,completed,Kalyan Nagar Enclave,,Babusapalya Woods,,47,19.28,773.46,29.73,803.19,Amazon Pay
RD9722596382599738,20240721,21:12:14.542646,cab economy,completed,Koramangala 4th Block Summit,5.0,Horamavu Run,,81,29.59,229.22,43.26,272.48,GPay
RD1296442780421523,20240619,06:20:52.542646,bike,completed,Doddaballapur Arcade,,Sahakar Nagar Village,,79,44.22,985.65,9.72,995.37,Amazon Pay
RD0199846400559415,20240813,09:15:24.542646,bike,completed,Chikkajala District,,Chandra Layout 5th Block,,69,17.59,737.14,6.32,743.46,QR scan
RD9109318617741637,20240709,08:01:31.542646,cab economy,completed,Vidya Vihar 2nd Block,,Whitefield Commons,7.0,100,26.59,994.38,28.06,1022.44,Paytm
RD6763544162346806,20240624,08:05:48.542646,bike lite,completed,Dasarahalli Viewpoint,,Jayanagar View,4.0,46,47.95,247.48,46.52,294.0,Paytm
RD2412171746752909,20240707,07:35:01.542646,cab economy,completed,Doddakannelli Quay,,JP Nagar Close,,99,46.15,175.78,8.35,184.13,Amazon Pay
RD9933506084971686,20240806,17:25:08.542646,bike,completed,Shivaji Nagar Bay,,Shivaji Nagar Trail,,54,36.42,931.07,25.88,956.95,Paytm
RD8979723935983274,20240812,06:24:46.542646,cab economy,completed,Banerghatta Road Ridge,,Doddanekundi Arcade,,59,28.15,345.37,28.34,373.71,Paytm
RD6869858126527492,20240702,15:25:36.542646,parcel,completed,Kalyan Nagar Landing,,Begur 1st Stage,,75,26.69,224.76,44.76,269.52,QR scan
RD0151482439255635,20240706,01:14:15.542646,bike,completed,Madiwala 4th Block,,Kaggalipura Hills,,50,13.46,163.36,24.43,187.79,QR scan
RD0182303676719313,20240622,09:07:15.542646,cab economy,completed,Vidya Vihar Terrace,,Chokkanahalli Quadrant,,31,9.04,490.14,42.75,532.89,GPay
RD6274683166353736,20240726,22:15:06.542646,bike,cancelled,Basavanagudi Square,,Bellandur Bridge,,78,8.58,,,,
RD1399587578114934,20240711,10:55:48.542646,auto,completed,Benson Town Esplanade,,Bagalur Township,,88,19.3,54.13,22.86,76.99000000000001,GPay
RD3416721998375926,20240705,18:00:04.542646,bike lite,completed,Chokkanahalli Township,,Hulimavu Zone,,77,44.64,122.08,28.89,150.97,QR scan
RD5681792293238597,20240702,15:51:46.542646,cab economy,completed,Dooravani Nagar Way,,Jayanagar Ridge,4.0,78,6.32,366.17,43.43,409.6,Paytm
RD1788403714834486,20240727,11:01:55.542646,bike,completed,Munnekollal Summit,,Billekahalli Square,,100,10.38,999.11,25.72,1024.83,QR scan
RD2353265429562766,20240629,09:14:16.542646,bike,completed,Malleshwaram Pier,,Malleshwaram 4th Stage,,118,20.57,993.07,11.73,1004.8,QR scan
RD1507546377773353,20240810,06:47:34.542646,cab economy,completed,Koramangala 6th Block Farms,5.0,Kanaka Nagar Pass,,80,8.58,569.97,37.05,607.02,QR scan
RD0925109233412821,20240806,12:01:18.542646,bike lite,completed,Yelahanka New Town District,,Horamavu Banaswadi Mews,,54,13.83,542.14,48.05,590.1899999999999,Amazon Pay
RD8040154583337328,20240703,06:14:03.542646,parcel,completed,Yelahanka Road,,Koramangala 7th Block Way,5.0,56,22.53,865.16,6.91,872.0699999999999,Amazon Pay
RD8612479818460117,20240702,10:08:54.542646,auto,completed,Subbanna Palya Garden,,Lingarajapuram Square,,101,21.02,869.68,39.62,909.3,Amazon Pay
RD6940364679713557,20240626,19:45:58.542646,auto,completed,Bagalur Drive,,Kothnur Terrace,,117,47.63,393.72,36.29,430.0100000000001,Amazon Pay
RD5717638328699512,20240720,05:22:22.542646,parcel,completed,Mysore Road Trail,,Dooravani Nagar Grove,,52,38.63,162.93,16.77,179.70000000000002,GPay
RD9792912855038697,20240801,14:57:19.542646,bike,completed,Agrahara Layout 1st Stage,,Bellandur Depot,,59,14.21,848.35,19.33,867.6800000000001,Amazon Pay
RD7143224691759374,20240710,23:50:17.542646,cab economy,completed,Banaswadi Cutting,,Nagawara 6th Block,,63,21.08,502.93,42.86,545.79,QR scan
RD2885107790853881,20240727,23:40:10.542646,cab economy,completed,Sanjay Nagar Pointe,,Hulimavu Drive,,89,36.95,376.87,37.25,414.12,QR scan
RD5010177899206724,20240815,08:31:39.542646,parcel,completed,Naganathapura Trail,,Anekal 4th Stage,,55,12.25,407.66,35.81,443.47,QR scan
RD5498098498461691,20240716,18:41:33.542646,bike,completed,Basavanagudi Grove,,Avalahalli Extension,,46,20.14,582.2,25.2,607.4000000000001,Amazon Pay
RD2302694466735123,20240718,01:32:15.542646,bike,completed,Subbanna Palya Alley,,Madivala Side,,21,4.23,527.53,25.39,552.92,Paytm
RD0565812616425661,20240808,04:45:13.542646,bike,completed,Vidya Vihar Bridge,,Benson Town Pointe,,109,42.18,441.18,37.36,478.54,GPay
RD6028066473796988,20240624,14:42:09.542646,bike,completed,Jalahalli Landing,,Hebbal Landing,2.0,51,1.8,154.64,17.82,172.45999999999998,GPay
RD1015218400474516,20240810,23:12:26.542646,parcel,completed,Doddaballapur Cove,,BTM 2nd Stage Extension,,20,42.84,673.05,45.59,718.64,Paytm
RD0081770189156439,20240703,11:15:53.542646,auto,completed,Sahakar Nagar Way,,Dodda Banaswadi 6th Stage,,81,15.22,893.36,23.9,917.26,Paytm
RD1001680262991152,20240702,01:03:44.542646,auto,completed,Hebbal Kempapura Pointe,2.0,Gottigere Run,,29,44.74,533.76,44.04,577.8,GPay
RD3811096594279390,20240623,21:39:43.542646,bike,completed,Byatarayanapura Fork,,Subbanna Palya 3rd Block,,58,38.89,191.17,21.01,212.18,Paytm
RD3826625719014454,20240712,21:55:20.542646,cab economy,completed,Kodigehalli 3rd Block,,Shivaji Nagar Lane,,63,6.13,399.41,0.65,400.06,QR scan
RD7722019839956293,20240726,15:17:01.542646,bike,completed,Giri Nagar Quay,,Kadugodi Court,,10,19.88,739.6,15.72,755.32,QR scan
RD3602350447124899,20240708,11:25:54.542646,cab economy,completed,Vasanth Nagar 3rd Block,,Hosur Road Quay,,43,32.27,721.81,10.61,732.42,Amazon Pay
RD2693564429712682,20240629,13:34:45.542646,parcel,completed,Seshadripuram Side,,Peenya Extension,,19,2.15,977.59,3.74,981.33,Paytm
RD9614736182085183,20240703,10:26:45.542646,parcel,completed,Byatarayanapura Side,,Kaggalipura Meadows,,13,31.45,831.69,38.2,869.8900000000001,Paytm
RD0931265556630945,20240622,15:22:31.542646,bike lite,completed,MG Road Garden,,Bikasipura Landing,,66,4.31,675.41,48.79,724.1999999999999,Paytm
RD4135623992129626,20240626,10:14:49.542646,parcel,cancelled,Kothnur Vista,,Jakkasandra Cut,,97,15.44,,,,
RD3145139702946352,20240729,19:58:52.542646,bike,completed,Dasarahalli Run,,Dommasandra Village,,13,39.07,855.31,26.85,882.16,Paytm
RD6182574005058202,20240813,04:12:40.542646,parcel,completed,Kudlu Gate Quay,,Hennur Road Viewpoint,,58,37.5,269.81,3.79,273.6,Paytm
RD2714450101446153,20240624,21:09:13.542646,parcel,completed,Chokkanahalli Township,,Subramanyapura Crescent,,88,47.48,607.02,17.46,624.48,GPay
RD1682198550548681,20240622,21:03:37.542646,auto,completed,Mahadevapura Boulevard,,Sonnenahalli Complex,,93,27.11,185.76,42.1,227.86,QR scan
RD5735546438060404,20240716,05:58:54.542646,auto,completed,Anekal 3rd Stage,,Srirampura Road,,77,33.57,713.63,0.44,714.07,GPay
RD1889279404037549,20240723,02:19:27.542646,parcel,completed,Varthur Zone,,Hosur Meadows,,36,1.13,242.47,8.67,251.14,QR scan
RD8716443390141612,20240620,11:14:43.542646,bike,completed,Seshadripuram Depot,,Electronic City Summit,1.0,85,39.66,938.59,6.7,945.29,GPay
RD2122286757117715,20240814,17:40:52.542646,auto,completed,Magadi Road Cut,,Kadubeesanahalli Complex,,40,33.91,116.04,0.81,116.85,Paytm
RD3966872363821171,20240731,07:48:37.542646,auto,completed,Sanjay Nagar Farms,,Balagere Fields,,17,47.28,366.36,34.97,401.33,GPay
RD7196767726940542,20240724,08:30:06.542646,bike,completed,Magadi Road Plaza,,Hebbal Cutting,2.0,42,6.22,279.99,25.63,305.62,Amazon Pay
RD7258730395212224,20240725,13:44:37.542646,bike lite,completed,Lingarajapuram Heights,,Kudlu Loop,,25,23.44,153.74,25.77,179.51000000000002,Amazon Pay
RD1376385216857376,20240712,16:25:06.542646,bike,completed,Dodda Banaswadi Close,,Kadubeesanahalli Esplanade,,10,39.63,695.54,19.05,714.5899999999999,QR scan
RD4953436983624449,20240706,03:52:00.542646,parcel,completed,Pai Layout Track,,Kanaka Nagar Enclave,,59,20.72,793.08,14.67,807.75,GPay
RD8407991072076591,20240621,08:57:48.542646,cab economy,completed,Kothanur 1st Block,,Kudlu Gate Plaza,,67,21.31,653.15,12.32,665.47,QR scan
RD2235409114541807,20240804,13:14:26.542646,cab economy,completed,Banerghatta Road Pier,,Horamavu Banaswadi Garden,,11,31.98,342.99,16.13,359.12,Paytm
RD7978624293412367,20240722,21:41:18.542646,auto,completed,Dr. Shivaram Karanth Nagar Boulevard,,Banerghatta Road Plaza,,72,29.42,344.31,23.74,368.05,GPay
RD4258462657012669,20240724,17:39:06.542646,bike lite,completed,Bommasandra Track,,Nagasandra Bay,,101,35.72,472.99,20.45,493.44,Amazon Pay
RD6526385717703593,20240701,20:54:03.542646,bike,completed,Bommasandra Pointe,,Nelamangala Crescent,,115,17.92,638.95,35.59,674.5400000000001,GPay
RD3166048582244817,20240809,20:17:52.542646,auto,completed,Ashok Nagar Area,,Horamavu Enclave,,81,22.59,283.62,33.81,317.43,Paytm
RD3318659809377690,20240625,16:11:35.542646,bike,completed,Thanisandra Depot,,KR Puram Trail,,66,24.08,82.72,11.35,94.07,Amazon Pay
RD2812945414381234,20240728,07:29:37.542646,cab economy,cancelled,Sadashiva Nagar Enclave,,Koramangala Loop,5.0,47,13.87,,,,
RD6428383689839498,20240730,13:31:13.542646,bike,cancelled,Chandra Layout Arc,,Thanisandra Fields,,61,8.05,,,,
RD7868441257465751,20240816,08:54:59.542646,bike,completed,Mysore Road Cross,,Bommasandra Township,,58,38.84,666.74,46.25,712.99,GPay
RD2265196948697858,20240706,21:00:35.542646,parcel,completed,Chandra Layout Farms,,Koramangala 8th Block Crescent,5.0,31,38.25,361.64,0.77,362.41,Amazon Pay
RD3656467366375313,20240805,18:17:12.542646,parcel,completed,Vijayanagar Heights,,Harohalli Landing,,47,15.16,353.0,32.64,385.64,GPay
RD5335542180578166,20240802,08:30:16.542646,parcel,completed,Ramnagar Landing,,HRBR Layout Vista,,118,16.61,770.0,10.26,780.26,GPay
RD2397151131727133,20240725,19:34:09.542646,parcel,completed,Hoodi Cross,,Bommasandra Depot,,79,16.59,906.32,45.41,951.73,QR scan
RD1498148290158459,20240621,03:39:10.542646,auto,completed,Koramangala 8th Block Trail,5.0,Agrahara Layout Valley,,22,18.6,928.19,49.74,977.93,QR scan
RD8514953413880090,20240724,03:03:33.542646,bike lite,completed,Agrahara Layout Estate,,Hebbal Kempapura Extension,2.0,65,45.27,185.52,32.15,217.67,Paytm
RD3863299494820814,20240804,23:34:55.542646,bike,completed,Dasarahalli Mews,,Frazer Town 2nd Block,,59,35.04,904.7,20.0,924.7,Paytm
RD5630816147276609,20240727,13:43:06.542646,cab economy,cancelled,Chikkagubbi Circle,,Bikasipura Sector,,107,37.5,,,,
RD8285735612035953,20240816,07:02:09.542646,bike,completed,Bellandur Outer Ring Road Park,,Domlur Garden,,16,7.52,234.3,41.5,275.8,Amazon Pay
RD9838904905491935,20240629,12:22:48.542646,bike,completed,Dodda Banaswadi 2nd Stage,,Kasavanahalli Quadrant,,37,41.78,860.06,17.26,877.3199999999999,QR scan
RD2151138556754092,20240808,17:27:06.542646,bike,completed,Mahalakshmi Layout Depot,,Kengeri Square,,65,47.63,700.06,11.17,711.2299999999999,Paytm
RD0685964213829437,20240721,12:21:06.542646,auto,completed,Kudlu Gate Plaza,,Mahadevapura Yard,,25,37.65,188.13,13.77,201.9,Amazon Pay
RD9657336586227981,20240731,21:46:33.542646,bike,completed,Chikkalasandra Square,,Nagawara Cut,,52,40.8,848.63,20.96,869.59,QR scan
RD7988400458544547,20240712,08:01:35.542646,auto,completed,Yeshwanthpur 1st Stage,8.0,Horamavu Loop,,10,41.49,643.8,12.88,656.68,GPay
RD8602630295268844,20240622,16:18:50.542646,bike,cancelled,Kaval Byrasandra Vista,,VV Puram Loop,,64,49.86,,,,
RD7837605058505053,20240816,15:56:58.542646,bike,completed,Sonnenahalli Pointe,,Hosur Sarjapur Road Layout Township,,66,28.65,452.11,12.42,464.53,Amazon Pay
RD6898663870004111,20240808,18:16:29.542646,bike,completed,Naganathapura Hills,,Rajarajeshwari Nagar Farms,,51,31.83,940.44,47.23,987.67,Paytm
RD8534221895995103,20240704,17:17:29.542646,auto,completed,Madivala Fields,,Kumaraswamy Layout Enclave,,13,36.3,192.48,32.0,224.48,QR scan
RD8301796132157542,20240625,12:50:27.542646,bike,completed,Madivala Harbor,,Electronic City Nagar,1.0,69,49.99,559.65,29.2,588.85,GPay
RD9223697307455680,20240622,16:23:13.542646,cab economy,completed,Ashok Nagar Ridge,,Balagere Run,,99,18.92,764.92,16.32,781.24,Amazon Pay
RD5214349707113399,20240809,22:37:48.542646,cab economy,completed,Banaswadi Heights,,Kanaka Nagar District,,75,16.58,830.06,25.37,855.43,Amazon Pay
RD3503469654659915,20240814,01:27:32.542646,parcel,completed,Yelahanka 4th Block,,Vijayanagar Quadrant,,96,18.64,289.79,7.98,297.77000000000004,Amazon Pay
RD9353053861073692,20240724,23:21:48.542646,auto,completed,Chikkalasandra Woods,,Ashok Nagar Heights,,106,16.19,444.06,49.2,493.26,Amazon Pay
RD6064859783448698,20240705,16:21:51.542646,bike,completed,Hulimavu Quarters,,Bellandur Side,,10,29.51,500.91,4.6,505.5100000000001,Paytm
RD4117170216979867,20240704,08:42:14.542646,bike,completed,Kothanur Close,,Avalahalli Bay,,47,39.63,875.96,30.69,906.65,GPay
RD0105457632204628,20240707,17:09:41.542646,bike,completed,Gottigere Harbor,,Vidyaranyapura Harbor,,74,42.67,251.62,20.82,272.44,Paytm
RD5742706859741506,20240726,07:56:52.542646,bike lite,completed,Koramangala 6th Block Quay,5.0,Chikkalasandra Extension,,27,3.54,481.95,42.15,524.1,Amazon Pay
RD4825859572301922,20240620,20:46:05.542646,bike,cancelled,Marathahalli Woods,,Kanaka Nagar Fork,,14,10.9,,,,
RD9005569828934301,20240808,18:06:54.542646,cab economy,cancelled,Horamavu Agara Extension,,Kothaguda Fork,,60,48.04,,,,
RD2537240262348172,20240716,19:21:39.542646,auto,completed,Banaswadi Cutting,,Kundalahalli Complex,,80,17.4,134.08,19.71,153.79000000000002,GPay
RD8878071097745227,20240730,03:08:49.542646,auto,completed,Domlur Woods,,Kaggalipura Ridge,,98,25.62,817.66,0.11,817.77,GPay
